mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	diminuendo_line	HairPin:3_decresc.	Trill:trill
1	0	1	0a	0	0	0.0		0	1/4	SystemText	2/4	1	1	0								Thema
1	0	1	0a	0	0	0.0		0	1/4	Tempo	2/4	1	1	0									Allegretto	116.0	1.0
1	0	1	0a	0	0	0.5		0	1/4	Chord	2/4	1	1	1/8		1/8	1	0								0
1	0	1	0a	1/2	1/2	0.5		1/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1								0
1	0	1	0a	0	0	1.0		0	1/4	Chord	2/4	1	2	1/4		1/4	1	2
1	0	1	0a	0	0	1.0		0	1/4	Chord	2/4	2	1	1/4		1/4	1	3
2	1	2	1a	1	1	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	4								0
2	1	2	1a	3/2	3/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5								0
2	1	2	1a	2	2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	6								0
2	1	2	1a	5/2	5/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	7
2	1	2	1a	1	1	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	8
2	1	2	1a	2	2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	9
2	1	2	1a	1	1	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	10
2	1	2	1a	2	2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	11
3	2	3	2a	3	3	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	12								1
3	2	3	2a	7/2	7/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	13								1
3	2	3	2a	4	4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	14								1
3	2	3	2a	9/2	9/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	15
3	2	3	2a	3	3	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	16
3	2	3	2a	4	4	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	17
3	2	3	2a	3	3	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	18
3	2	3	2a	4	4	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	19
4	3	4	3a	5	5	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	20
4	3	4	3a	6	6	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	21
4	3	4	3a	13/2	13/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	22
4	3	4	3a	27/4	27/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	23
4	3	4	3a	11/2	11/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	24
4	3	4	3a	5	5	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	25
4	3	4	3a	6	6	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	26
5	4	5	4a	7	7	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	27								2
5	4	5	4a	15/2	15/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	28								2
5	4	5	4a	31/4	31/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	29								2
5	4	5	4a	8	8	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	30								2
5	4	5	4a	17/2	17/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	31								2
5	4	5	4a	35/4	35/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	32
5	4	5	4a	7	7	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	33
5	4	5	4a	7	7	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	34
5	4	5	4a	8	8	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	35
6	5	6	5a	9	9	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	36
6	5	6	5a	10	10	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	37								3
6	5	6	5a	21/2	21/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	38								3
6	5	6	5a	9	9	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	39
6	5	6	5a	10	10	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	40
6	5	6	5a	21/2	21/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	41
6	5	6	5a	9	9	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	42
6	5	6	5a	10	10	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	43
7	6	7	6a	11	11	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	44								3
7	6	7	6a	23/2	23/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	45								3
7	6	7	6a	12	12	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	46								3
7	6	7	6a	25/2	25/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	47
7	6	7	6a	11	11	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	48
7	6	7	6a	23/2	23/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	49
7	6	7	6a	12	12	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	50
7	6	7	6a	25/2	25/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	51
7	6	7	6a	11	11	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	52
7	6	7	6a	12	12	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	53
8	7	8	7a	13	13	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	54								4
8	7	8	7a	27/2	27/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	55								4
8	7	8	7a	14	14	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	56								4
8	7	8	7a	29/2	29/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	57
8	7	8	7a	13	13	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	58
8	7	8	7a	27/2	27/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	59
8	7	8	7a	14	14	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	60
8	7	8	7a	29/2	29/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	61
8	7	8	7a	13	13	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	62
8	7	8	7a	14	14	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	63
9	8	9	8a	15	15	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	64
9	8	9	8a	16	16	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	65
9	8	9	8a	33/2	33/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	66
9	8	9	8a	67/4	67/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	67
9	8	9	8a	31/2	31/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	68
9	8	9	8a	15	15	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	69
9	8	9	8a	16	16	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	70
10	9	10	9a	17	17	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	71		articStaccatoAbove
10	9	10	9a	35/2	35/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	72		articStaccatoAbove
10	9	10	9a	18	18	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	73
10	9	10	9a	17	17	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	74
10	9	10	9a	18	18	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	75
10	9	10	9a	17	17	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	76
10	9	10	9a	18	18	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	77
11	10	11	10a	19	19	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	78
11	10	11	10a	19	19	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	79
11	10	11	10a	19	19	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	80
12	10	12	10a	20	20	0.5		0	1/4	Chord	2/4	1	1	1/8		1/8	1	81								5
12	10	12	10a	41/2	41/2	0.5		1/8	3/8	Chord	2/4	1	1	1/8		1/8	1	82								5
12	10	12	10a	20	20	1.0		0	1/4	Chord	2/4	1	2	1/4		1/4	1	83
12	10	12	10a	20	20	1.0		0	1/4	Chord	2/4	2	1	1/4		1/4	1	84
13	11	13	11a	21	21	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	85								5
13	11	13	11a	43/2	43/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	86								5
13	11	13	11a	87/4	87/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	87								5
13	11	13	11a	22	22	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	88								5
13	11	13	11a	45/2	45/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	89								5
13	11	13	11a	21	21	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	90
13	11	13	11a	22	22	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	91
13	11	13	11a	21	21	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	92
13	11	13	11a	22	22	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	93
14	12	14	12a	23	23	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	94								5
14	12	14	12a	47/2	47/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	95
14	12	14	12a	24	24	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	96								6
14	12	14	12a	49/2	49/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	97								6
